seed_type,seed_name,difficulty,base_yield,growth_days,ideal_temp,ideal_humidity,avg_temp,avg_humidity,temp_deviation,humidity_deviation,watering_consistency,temp_stress_days,humidity_stress_days,missed_watering_days,max_temp,min_temp,max_humidity,min_humidity,latest_height,latest_density,avg_height,avg_density,final_yield,yield_efficiency,daily_logs_json
carrot,Carrot,Medium,30.0,30,22.0,50.0,22.08,48.73,1.57,6.28,0.9,3,2,3,26.9,18.0,68.1,27.5,6.32,0.785,3.14,0.432,9.0,0.3,"[{""day"": 1, ""temperature"": 20.8, ""humidity"": 41.9, ""watered"": true, ""canopy_height"": 0.38, ""canopy_density"": 0.089, ""phase"": ""blackout""}, {""day"": 2, ""temperature"": 20.2, ""humidity"": 57.6, ""watered"": true, ""canopy_height"": 0.11, ""canopy_density"": 0.083, ""phase"": ""blackout""}, {""day"": 3, ""temperature"": 20.5, ""humidity"": 44.4, ""watered"": true, ""canopy_height"": 0.1, ""canopy_density"": 0.132, ""phase"": ""blackout""}, {""day"": 4, ""temperature"": 20.9, ""humidity"": 45.9, ""watered"": true, ""canopy_height"": 0.1, ""canopy_density"": 0.187, ""phase"": ""blackout""}, {""day"": 5, ""temperature"": 21.5, ""humidity"": 48.7, ""watered"": true, ""canopy_height"": 0.1, ""canopy_density"": 0.223, ""phase"": ""blackout""}, {""day"": 6, ""temperature"": 22.0, ""humidity"": 49.8, ""watered"": true, ""canopy_height"": 0.1, ""canopy_density"": 0.346, ""phase"": ""blackout""}, {""day"": 7, ""temperature"": 20.3, ""humidity"": 49.9, ""watered"": false, ""canopy_height"": 0.31, ""canopy_density"": 0.287, ""phase"": ""blackout""}, {""day"": 8, ""temperature"": 22.6, ""humidity"": 49.9, ""watered"": true, ""canopy_height"": 0.1, ""canopy_density"": 0.173, ""phase"": ""blackout""}, {""day"": 9, ""temperature"": 23.0, ""humidity"": 48.5, ""watered"": true, ""canopy_height"": 0.75, ""canopy_density"": 0.353, ""phase"": ""blackout""}, {""day"": 10, ""temperature"": 26.9, ""humidity"": 37.0, ""watered"": true, ""canopy_height"": 0.49, ""canopy_density"": 0.366, ""phase"": ""blackout""}, {""day"": 11, ""temperature"": 21.2, ""humidity"": 59.8, ""watered"": true, ""canopy_height"": 0.79, ""canopy_density"": 0.289, ""phase"": ""light""}, {""day"": 12, ""temperature"": 21.0, ""humidity"": 45.7, ""watered"": true, ""canopy_height"": 0.99, ""canopy_density"": 0.353, ""phase"": ""light""}, {""day"": 13, ""temperature"": 22.1, ""humidity"": 47.6, ""watered"": true, ""canopy_height"": 1.62, ""canopy_density"": 0.363, ""phase"": ""light""}, {""day"": 14, ""temperature"": 24.8, ""humidity"": 50.0, ""watered"": true, ""canopy_height"": 2.54, ""canopy_density"": 0.473, ""phase"": ""light""}, {""day"": 15, ""temperature"": 24.4, ""humidity"": 38.3, ""watered"": true, ""canopy_height"": 2.91, ""canopy_density"": 0.399, ""phase"": ""light""}, {""day"": 16, ""temperature"": 24.1, ""humidity"": 52.5, ""watered"": true, ""canopy_height"": 3.61, ""canopy_density"": 0.408, ""phase"": ""light""}, {""day"": 17, ""temperature"": 18.0, ""humidity"": 49.8, ""watered"": true, ""canopy_height"": 4.66, ""canopy_density"": 0.558, ""phase"": ""light""}, {""day"": 18, ""temperature"": 19.9, ""humidity"": 35.8, ""watered"": false, ""canopy_height"": 5.13, ""canopy_density"": 0.393, ""phase"": ""light""}, {""day"": 19, ""temperature"": 21.2, ""humidity"": 27.5, ""watered"": true, ""canopy_height"": 5.53, ""canopy_density"": 0.523, ""phase"": ""light""}, {""day"": 20, ""temperature"": 21.9, ""humidity"": 49.1, ""watered"": true, ""canopy_height"": 5.46, ""canopy_density"": 0.654, ""phase"": ""light""}, {""day"": 21, ""temperature"": 24.6, ""humidity"": 43.1, ""watered"": true, ""canopy_height"": 5.47, ""canopy_density"": 0.606, ""phase"": ""light""}, {""day"": 22, ""temperature"": 18.1, ""humidity"": 56.3, ""watered"": true, ""canopy_height"": 5.82, ""canopy_density"": 0.506, ""phase"": ""light""}, {""day"": 23, ""temperature"": 22.5, ""humidity"": 68.1, ""watered"": true, ""canopy_height"": 5.76, ""canopy_density"": 0.574, ""phase"": ""light""}, {""day"": 24, ""temperature"": 21.4, ""humidity"": 57.4, ""watered"": true, ""canopy_height"": 6.35, ""canopy_density"": 0.61, ""phase"": ""light""}, {""day"": 25, ""temperature"": 23.7, ""humidity"": 59.7, ""watered"": false, ""canopy_height"": 6.05, ""canopy_density"": 0.507, ""phase"": ""light""}, {""day"": 26, ""temperature"": 20.7, ""humidity"": 46.2, ""watered"": true, ""canopy_height"": 5.76, ""canopy_density"": 0.653, ""phase"": ""light""}, {""day"": 27, ""temperature"": 24.3, ""humidity"": 39.8, ""watered"": true, ""canopy_height"": 5.63, ""canopy_density"": 0.711, ""phase"": ""light""}, {""day"": 28, ""temperature"": 22.9, ""humidity"": 61.5, ""watered"": true, ""canopy_height"": 5.73, ""canopy_density"": 0.579, ""phase"": ""light""}, {""day"": 29, ""temperature"": 24.7, ""humidity"": 52.3, ""watered"": true, ""canopy_height"": 5.63, ""canopy_density"": 0.763, ""phase"": ""light""}, {""day"": 30, ""temperature"": 22.1, ""humidity"": 47.9, ""watered"": true, ""canopy_height"": 6.32, ""canopy_density"": 0.785, ""phase"": ""light""}]"
toor-dal,Toor Dal,Medium,150.0,12,22.0,50.0,22.7,50.52,1.27,3.81,1.0,1,0,0,25.1,20.0,58.2,39.6,6.95,0.958,4.04,0.569,143.7,0.958,"[{""day"": 1, ""temperature"": 23.1, ""humidity"": 57.4, ""watered"": true, ""canopy_height"": 0.6, ""canopy_density"": 0.212, ""phase"": ""blackout""}, {""day"": 2, ""temperature"": 22.8, ""humidity"": 44.8, ""watered"": true, ""canopy_height"": 1.1, ""canopy_density"": 0.232, ""phase"": ""blackout""}, {""day"": 3, ""temperature"": 22.6, ""humidity"": 49.2, ""watered"": true, ""canopy_height"": 1.66, ""canopy_density"": 0.332, ""phase"": ""blackout""}, {""day"": 4, ""temperature"": 25.1, ""humidity"": 58.2, ""watered"": true, ""canopy_height"": 2.25, ""canopy_density"": 0.362, ""phase"": ""blackout""}, {""day"": 5, ""temperature"": 20.0, ""humidity"": 51.1, ""watered"": true, ""canopy_height"": 2.59, ""canopy_density"": 0.526, ""phase"": ""blackout""}, {""day"": 6, ""temperature"": 23.2, ""humidity"": 46.9, ""watered"": true, ""canopy_height"": 3.65, ""canopy_density"": 0.544, ""phase"": ""light""}, {""day"": 7, ""temperature"": 22.9, ""humidity"": 55.7, ""watered"": true, ""canopy_height"": 4.61, ""canopy_density"": 0.603, ""phase"": ""light""}, {""day"": 8, ""temperature"": 24.3, ""humidity"": 51.9, ""watered"": true, ""canopy_height"": 5.25, ""canopy_density"": 0.694, ""phase"": ""light""}, {""day"": 9, ""temperature"": 20.6, ""humidity"": 39.6, ""watered"": true, ""canopy_height"": 6.49, ""canopy_density"": 0.723, ""phase"": ""light""}, {""day"": 10, ""temperature"": 23.0, ""humidity"": 49.9, ""watered"": true, ""canopy_height"": 6.36, ""canopy_density"": 0.755, ""phase"": ""light""}, {""day"": 11, ""temperature"": 22.3, ""humidity"": 51.7, ""watered"": true, ""canopy_height"": 7.02, ""canopy_density"": 0.883, ""phase"": ""light""}, {""day"": 12, ""temperature"": 22.5, ""humidity"": 49.9, ""watered"": true, ""canopy_height"": 6.95, ""canopy_density"": 0.958, ""phase"": ""light""}]"
cow-pea,Cow Pea,Medium,400.0,7,22.0,50.0,22.41,54.06,1.7,6.86,1.0,1,1,0,27.5,19.0,75.1,41.0,6.56,0.959,4.11,0.569,386.4,0.966,"[{""day"": 1, ""temperature"": 22.8, ""humidity"": 56.2, ""watered"": true, ""canopy_height"": 1.93, ""canopy_density"": 0.195, ""phase"": ""blackout""}, {""day"": 2, ""temperature"": 21.8, ""humidity"": 55.2, ""watered"": true, ""canopy_height"": 2.29, ""canopy_density"": 0.354, ""phase"": ""blackout""}, {""day"": 3, ""temperature"": 27.5, ""humidity"": 75.1, ""watered"": true, ""canopy_height"": 2.7, ""canopy_density"": 0.299, ""phase"": ""blackout""}, {""day"": 4, ""temperature"": 23.1, ""humidity"": 50.9, ""watered"": true, ""canopy_height"": 4.16, ""canopy_density"": 0.644, ""phase"": ""light""}, {""day"": 5, ""temperature"": 19.0, ""humidity"": 49.2, ""watered"": true, ""canopy_height"": 5.17, ""canopy_density"": 0.729, ""phase"": ""light""}, {""day"": 6, ""temperature"": 21.3, ""humidity"": 50.8, ""watered"": true, ""canopy_height"": 5.99, ""canopy_density"": 0.805, ""phase"": ""light""}, {""day"": 7, ""temperature"": 21.4, ""humidity"": 41.0, ""watered"": true, ""canopy_height"": 6.56, ""canopy_density"": 0.959, ""phase"": ""light""}]"
kale,Kale,Medium,150.0,10,22.0,50.0,22.46,50.79,1.02,2.61,1.0,0,0,0,24.4,21.0,54.6,43.5,6.79,1.0,4.16,0.561,144.5,0.963,"[{""day"": 1, ""temperature"": 24.4, ""humidity"": 51.3, ""watered"": true, ""canopy_height"": 0.79, ""canopy_density"": 0.127, ""phase"": ""blackout""}, {""day"": 2, ""temperature"": 21.4, ""humidity"": 54.6, ""watered"": true, ""canopy_height"": 1.57, ""canopy_density"": 0.256, ""phase"": ""blackout""}, {""day"": 3, ""temperature"": 23.4, ""humidity"": 52.8, ""watered"": true, ""canopy_height"": 1.94, ""canopy_density"": 0.421, ""phase"": ""blackout""}, {""day"": 4, ""temperature"": 23.7, ""humidity"": 48.6, ""watered"": true, ""canopy_height"": 2.56, ""canopy_density"": 0.389, ""phase"": ""light""}, {""day"": 5, ""temperature"": 21.0, ""humidity"": 50.5, ""watered"": true, ""canopy_height"": 3.79, ""canopy_density"": 0.557, ""phase"": ""light""}, {""day"": 6, ""temperature"": 21.7, ""humidity"": 50.9, ""watered"": true, ""canopy_height"": 5.14, ""canopy_density"": 0.603, ""phase"": ""light""}, {""day"": 7, ""temperature"": 23.4, ""humidity"": 54.3, ""watered"": true, ""canopy_height"": 5.52, ""canopy_density"": 0.629, ""phase"": ""light""}, {""day"": 8, ""temperature"": 21.1, ""humidity"": 52.6, ""watered"": true, ""canopy_height"": 6.61, ""canopy_density"": 0.784, ""phase"": ""light""}, {""day"": 9, ""temperature"": 22.2, ""humidity"": 43.5, ""watered"": true, ""canopy_height"": 6.89, ""canopy_density"": 0.844, ""phase"": ""light""}, {""day"": 10, ""temperature"": 22.3, ""humidity"": 48.8, ""watered"": true, ""canopy_height"": 6.79, ""canopy_density"": 1.0, ""phase"": ""light""}]"
beetroot,Beetroot,Medium,50.0,7,22.0,50.0,21.5,53.17,0.93,4.74,1.0,0,0,0,22.6,19.7,58.7,46.4,6.38,0.867,4.1,0.55,50.8,1.016,"[{""day"": 1, ""temperature"": 22.6, ""humidity"": 48.1, ""watered"": true, ""canopy_height"": 1.67, ""canopy_density"": 0.233, ""phase"": ""blackout""}, {""day"": 2, ""temperature"": 22.3, ""humidity"": 58.7, ""watered"": true, ""canopy_height"": 1.84, ""canopy_density"": 0.347, ""phase"": ""blackout""}, {""day"": 3, ""temperature"": 21.6, ""humidity"": 52.8, ""watered"": true, ""canopy_height"": 3.45, ""canopy_density"": 0.375, ""phase"": ""light""}, {""day"": 4, ""temperature"": 22.6, ""humidity"": 53.9, ""watered"": true, ""canopy_height"": 4.38, ""canopy_density"": 0.606, ""phase"": ""light""}, {""day"": 5, ""temperature"": 20.1, ""humidity"": 46.4, ""watered"": true, ""canopy_height"": 5.25, ""canopy_density"": 0.677, ""phase"": ""light""}, {""day"": 6, ""temperature"": 19.7, ""humidity"": 58.3, ""watered"": true, ""canopy_height"": 5.73, ""canopy_density"": 0.747, ""phase"": ""light""}, {""day"": 7, ""temperature"": 21.6, ""humidity"": 54.0, ""watered"": true, ""canopy_height"": 6.38, ""canopy_density"": 0.867, ""phase"": ""light""}]"
sesame,Sesame,Medium,250.0,7,22.0,50.0,22.37,53.67,2.43,7.16,1.0,2,1,0,31.0,18.7,79.9,42.7,6.54,0.939,4.06,0.571,203.7,0.815,"[{""day"": 1, ""temperature"": 22.2, ""humidity"": 51.9, ""watered"": true, ""canopy_height"": 1.56, ""canopy_density"": 0.293, ""phase"": ""blackout""}, {""day"": 2, ""temperature"": 31.0, ""humidity"": 79.9, ""watered"": true, ""canopy_height"": 1.13, ""canopy_density"": 0.226, ""phase"": ""blackout""}, {""day"": 3, ""temperature"": 19.0, ""humidity"": 53.1, ""watered"": true, ""canopy_height"": 3.24, ""canopy_density"": 0.461, ""phase"": ""blackout""}, {""day"": 4, ""temperature"": 21.7, ""humidity"": 42.7, ""watered"": true, ""canopy_height"": 4.35, ""canopy_density"": 0.559, ""phase"": ""light""}, {""day"": 5, ""temperature"": 21.4, ""humidity"": 53.0, ""watered"": true, ""canopy_height"": 5.52, ""canopy_density"": 0.72, ""phase"": ""light""}, {""day"": 6, ""temperature"": 22.6, ""humidity"": 48.5, ""watered"": true, ""canopy_height"": 6.11, ""canopy_density"": 0.8, ""phase"": ""light""}, {""day"": 7, ""temperature"": 18.7, ""humidity"": 46.6, ""watered"": true, ""canopy_height"": 6.54, ""canopy_density"": 0.939, ""phase"": ""light""}]"
cabbage,Cabbage,Medium,150.0,7,22.0,50.0,21.47,50.21,0.96,3.9,1.0,1,0,0,22.6,17.2,56.0,45.1,6.87,1.0,4.06,0.577,140.0,0.933,"[{""day"": 1, ""temperature"": 22.6, ""humidity"": 49.8, ""watered"": true, ""canopy_height"": 1.4, ""canopy_density"": 0.29, ""phase"": ""blackout""}, {""day"": 2, ""temperature"": 22.3, ""humidity"": 52.9, ""watered"": true, ""canopy_height"": 2.45, ""canopy_density"": 0.345, ""phase"": ""light""}, {""day"": 3, ""temperature"": 22.4, ""humidity"": 46.6, ""watered"": true, ""canopy_height"": 3.04, ""canopy_density"": 0.422, ""phase"": ""light""}, {""day"": 4, ""temperature"": 17.2, ""humidity"": 56.0, ""watered"": true, ""canopy_height"": 2.95, ""canopy_density"": 0.44, ""phase"": ""light""}, {""day"": 5, ""temperature"": 22.0, ""humidity"": 45.1, ""watered"": true, ""canopy_height"": 5.58, ""canopy_density"": 0.687, ""phase"": ""light""}, {""day"": 6, ""temperature"": 22.2, ""humidity"": 55.5, ""watered"": true, ""canopy_height"": 6.1, ""canopy_density"": 0.857, ""phase"": ""light""}, {""day"": 7, ""temperature"": 21.6, ""humidity"": 45.6, ""watered"": true, ""canopy_height"": 6.87, ""canopy_density"": 1.0, ""phase"": ""light""}]"
carrot,Carrot,Medium,30.0,30,22.0,50.0,22.52,50.59,0.94,4.91,0.93,0,1,2,24.7,19.4,63.1,27.6,6.42,0.819,3.77,0.493,9.0,0.3,"[{""day"": 1, ""temperature"": 21.1, ""humidity"": 48.7, ""watered"": true, ""canopy_height"": 0.1, ""canopy_density"": 0.09, ""phase"": ""blackout""}, {""day"": 2, ""temperature"": 22.7, ""humidity"": 50.4, ""watered"": true, ""canopy_height"": 0.38, ""canopy_density"": 0.146, ""phase"": ""blackout""}, {""day"": 3, ""temperature"": 23.7, ""humidity"": 56.1, ""watered"": true, ""canopy_height"": 0.1, ""canopy_density"": 0.174, ""phase"": ""blackout""}, {""day"": 4, ""temperature"": 23.1, ""humidity"": 47.6, ""watered"": true, ""canopy_height"": 0.1, ""canopy_density"": 0.188, ""phase"": ""blackout""}, {""day"": 5, ""temperature"": 21.6, ""humidity"": 51.4, ""watered"": true, ""canopy_height"": 0.3, ""canopy_density"": 0.246, ""phase"": ""blackout""}, {""day"": 6, ""temperature"": 22.2, ""humidity"": 46.6, ""watered"": true, ""canopy_height"": 0.18, ""canopy_density"": 0.298, ""phase"": ""blackout""}, {""day"": 7, ""temperature"": 23.3, ""humidity"": 48.9, ""watered"": true, ""canopy_height"": 0.1, ""canopy_density"": 0.289, ""phase"": ""blackout""}, {""day"": 8, ""temperature"": 22.0, ""humidity"": 42.5, ""watered"": true, ""canopy_height"": 0.55, ""canopy_density"": 0.33, ""phase"": ""blackout""}, {""day"": 9, ""temperature"": 21.7, ""humidity"": 52.5, ""watered"": true, ""canopy_height"": 0.29, ""canopy_density"": 0.382, ""phase"": ""blackout""}, {""day"": 10, ""temperature"": 23.9, ""humidity"": 49.0, ""watered"": true, ""canopy_height"": 0.63, ""canopy_density"": 0.405, ""phase"": ""blackout""}, {""day"": 11, ""temperature"": 21.7, ""humidity"": 51.1, ""watered"": true, ""canopy_height"": 1.13, ""canopy_density"": 0.344, ""phase"": ""light""}, {""day"": 12, ""temperature"": 22.9, ""humidity"": 52.9, ""watered"": true, ""canopy_height"": 1.32, ""canopy_density"": 0.533, ""phase"": ""light""}, {""day"": 13, ""temperature"": 22.7, ""humidity"": 44.1, ""watered"": true, ""canopy_height"": 2.37, ""canopy_density"": 0.367, ""phase"": ""light""}, {""day"": 14, ""temperature"": 22.2, ""humidity"": 63.1, ""watered"": true, ""canopy_height"": 2.92, ""canopy_density"": 0.475, ""phase"": ""light""}, {""day"": 15, ""temperature"": 24.7, ""humidity"": 27.6, ""watered"": true, ""canopy_height"": 1.95, ""canopy_density"": 0.231, ""phase"": ""light""}, {""day"": 16, ""temperature"": 23.7, ""humidity"": 53.5, ""watered"": true, ""canopy_height"": 4.93, ""canopy_density"": 0.472, ""phase"": ""light""}, {""day"": 17, ""temperature"": 24.1, ""humidity"": 62.9, ""watered"": true, ""canopy_height"": 5.38, ""canopy_density"": 0.485, ""phase"": ""light""}, {""day"": 18, ""temperature"": 23.5, ""humidity"": 56.6, ""watered"": true, ""canopy_height"": 6.15, ""canopy_density"": 0.651, ""phase"": ""light""}, {""day"": 19, ""temperature"": 22.8, ""humidity"": 42.0, ""watered"": true, ""canopy_height"": 6.54, ""canopy_density"": 0.512, ""phase"": ""light""}, {""day"": 20, ""temperature"": 22.4, ""humidity"": 55.9, ""watered"": true, ""canopy_height"": 6.93, ""canopy_density"": 0.697, ""phase"": ""light""}, {""day"": 21, ""temperature"": 21.8, ""humidity"": 61.9, ""watered"": true, ""canopy_height"": 7.23, ""canopy_density"": 0.705, ""phase"": ""light""}, {""day"": 22, ""temperature"": 23.6, ""humidity"": 54.5, ""watered"": true, ""canopy_height"": 7.19, ""canopy_density"": 0.695, ""phase"": ""light""}, {""day"": 23, ""temperature"": 20.7, ""humidity"": 48.0, ""watered"": false, ""canopy_height"": 5.89, ""canopy_density"": 0.528, ""phase"": ""light""}, {""day"": 24, ""temperature"": 19.4, ""humidity"": 55.9, ""watered"": true, ""canopy_height"": 6.96, ""canopy_density"": 0.725, ""phase"": ""light""}, {""day"": 25, ""temperature"": 22.8, ""humidity"": 48.5, ""watered"": true, ""canopy_height"": 7.3, ""canopy_density"": 0.799, ""phase"": ""light""}, {""day"": 26, ""temperature"": 22.2, ""humidity"": 53.3, ""watered"": true, ""canopy_height"": 7.67, ""canopy_density"": 0.798, ""phase"": ""light""}, {""day"": 27, ""temperature"": 21.9, ""humidity"": 50.5, ""watered"": true, ""canopy_height"": 7.26, ""canopy_density"": 0.747, ""phase"": ""light""}, {""day"": 28, ""temperature"": 22.2, ""humidity"": 46.3, ""watered"": true, ""canopy_height"": 7.54, ""canopy_density"": 0.85, ""phase"": ""light""}, {""day"": 29, ""temperature"": 21.9, ""humidity"": 46.1, ""watered"": true, ""canopy_height"": 7.39, ""canopy_density"": 0.801, ""phase"": ""light""}, {""day"": 30, ""temperature"": 23.2, ""humidity"": 49.3, ""watered"": false, ""canopy_height"": 6.42, ""canopy_density"": 0.819, ""phase"": ""light""}]"
groundnut,Groundnut,Medium,150.0,7,22.0,50.0,21.91,51.83,1.46,10.06,0.71,0,2,2,24.0,19.8,85.0,25.7,5.83,0.824,3.54,0.452,98.2,0.655,"[{""day"": 1, ""temperature"": 21.7, ""humidity"": 47.4, ""watered"": true, ""canopy_height"": 1.86, ""canopy_density"": 0.248, ""phase"": ""blackout""}, {""day"": 2, ""temperature"": 24.0, ""humidity"": 85.0, ""watered"": false, ""canopy_height"": 1.47, ""canopy_density"": 0.128, ""phase"": ""blackout""}, {""day"": 3, ""temperature"": 23.5, ""humidity"": 25.7, ""watered"": false, ""canopy_height"": 1.63, ""canopy_density"": 0.232, ""phase"": ""blackout""}, {""day"": 4, ""temperature"": 23.3, ""humidity"": 53.7, ""watered"": true, ""canopy_height"": 3.94, ""canopy_density"": 0.445, ""phase"": ""blackout""}, {""day"": 5, ""temperature"": 20.5, ""humidity"": 52.9, ""watered"": true, ""canopy_height"": 4.79, ""canopy_density"": 0.578, ""phase"": ""blackout""}, {""day"": 6, ""temperature"": 19.8, ""humidity"": 48.4, ""watered"": true, ""canopy_height"": 5.25, ""canopy_density"": 0.707, ""phase"": ""light""}, {""day"": 7, ""temperature"": 20.6, ""humidity"": 49.7, ""watered"": true, ""canopy_height"": 5.83, ""canopy_density"": 0.824, ""phase"": ""light""}]"
kale,Kale,Medium,150.0,10,22.0,50.0,22.4,45.65,2.0,9.81,0.8,2,3,2,27.8,18.9,69.4,29.9,5.71,0.807,3.23,0.451,68.2,0.455,"[{""day"": 1, ""temperature"": 24.2, ""humidity"": 69.4, ""watered"": false, ""canopy_height"": 1.05, ""canopy_density"": 0.13, ""phase"": ""blackout""}, {""day"": 2, ""temperature"": 21.0, ""humidity"": 44.8, ""watered"": true, ""canopy_height"": 1.04, ""canopy_density"": 0.199, ""phase"": ""blackout""}, {""day"": 3, ""temperature"": 20.5, ""humidity"": 29.9, ""watered"": true, ""canopy_height"": 1.7, ""canopy_density"": 0.227, ""phase"": ""blackout""}, {""day"": 4, ""temperature"": 24.4, ""humidity"": 43.0, ""watered"": true, ""canopy_height"": 2.14, ""canopy_density"": 0.419, ""phase"": ""light""}, {""day"": 5, ""temperature"": 27.8, ""humidity"": 32.0, ""watered"": true, ""canopy_height"": 2.52, ""canopy_density"": 0.265, ""phase"": ""light""}, {""day"": 6, ""temperature"": 21.5, ""humidity"": 57.9, ""watered"": true, ""canopy_height"": 3.86, ""canopy_density"": 0.584, ""phase"": ""light""}, {""day"": 7, ""temperature"": 20.4, ""humidity"": 39.8, ""watered"": false, ""canopy_height"": 4.58, ""canopy_density"": 0.621, ""phase"": ""light""}, {""day"": 8, ""temperature"": 18.9, ""humidity"": 46.3, ""watered"": true, ""canopy_height"": 5.46, ""canopy_density"": 0.697, ""phase"": ""light""}, {""day"": 9, ""temperature"": 23.6, ""humidity"": 48.4, ""watered"": true, ""canopy_height"": 4.27, ""canopy_density"": 0.562, ""phase"": ""light""}, {""day"": 10, ""temperature"": 21.7, ""humidity"": 45.0, ""watered"": true, ""canopy_height"": 5.71, ""canopy_density"": 0.807, ""phase"": ""light""}]"
kale,Kale,Medium,150.0,10,22.0,50.0,22.12,50.07,0.22,1.83,1.0,0,0,0,22.5,21.6,53.7,47.4,7.49,0.974,4.27,0.608,147.8,0.985,"[{""day"": 1, ""temperature"": 22.0, ""humidity"": 47.4, ""watered"": true, ""canopy_height"": 0.72, ""canopy_density"": 0.251, ""phase"": ""blackout""}, {""day"": 2, ""temperature"": 21.6, ""humidity"": 53.7, ""watered"": true, ""canopy_height"": 1.52, ""canopy_density"": 0.288, ""phase"": ""blackout""}, {""day"": 3, ""temperature"": 22.2, ""humidity"": 50.9, ""watered"": true, ""canopy_height"": 2.29, ""canopy_density"": 0.391, ""phase"": ""blackout""}, {""day"": 4, ""temperature"": 22.4, ""humidity"": 52.7, ""watered"": true, ""canopy_height"": 3.19, ""canopy_density"": 0.422, ""phase"": ""light""}, {""day"": 5, ""temperature"": 21.9, ""humidity"": 48.9, ""watered"": true, ""canopy_height"": 3.98, ""canopy_density"": 0.483, ""phase"": ""light""}, {""day"": 6, ""temperature"": 22.0, ""humidity"": 50.8, ""watered"": true, ""canopy_height"": 4.64, ""canopy_density"": 0.705, ""phase"": ""light""}, {""day"": 7, ""temperature"": 22.5, ""humidity"": 47.4, ""watered"": true, ""canopy_height"": 5.67, ""canopy_density"": 0.717, ""phase"": ""light""}, {""day"": 8, ""temperature"": 22.3, ""humidity"": 51.4, ""watered"": true, ""canopy_height"": 6.29, ""canopy_density"": 0.854, ""phase"": ""light""}, {""day"": 9, ""temperature"": 22.3, ""humidity"": 49.9, ""watered"": true, ""canopy_height"": 6.89, ""canopy_density"": 1.0, ""phase"": ""light""}, {""day"": 10, ""temperature"": 22.0, ""humidity"": 47.6, ""watered"": true, ""canopy_height"": 7.49, ""canopy_density"": 0.974, ""phase"": ""light""}]"
